Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Image_web,Narr1_seed,Desc_Next1,Desc_Next2,Desi_Ques,Narr2_seed,Narr3_seed,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label
SE_SLS_Enter_line_Opt2_251210_0901.pptx,11,S4. Add additional product to Sales order - At SE Electrical Distribution,S4. Add additional product to Sales order - At SE Electrical Distribution,S4,Add additional product to Sales order,/images/LineEnt2/S4.png,,D2,S998,,Add additional product to Sales order.,"Go to A decision on whether the user want to enter lines using ""Shopping List"" entry",,,Add additional product to Sales order.,S4. Add additional product to Sales order â€” by searching for it and ading after entering the qualtitiy,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,12,D2. A decision on  whether the user want to enter lines  using “Shopping List” entry - At SE Electrical Distribution,"D2. A decision on whether the user want to enter lines using ""Shopping List"" entry - At SE Electrical Distribution",D2,"A decision on whether the user want to enter lines using ""Shopping List"" entry",/images/LineEnt2/D2.png,,Y2,N2,,"A decision on whether the user want to enter lines using ""Shopping List"" entry.","Go to Yes, Line entry using shopping list is being used","Go to No, the user is not using ""Shopping List"" Entry",,"A decision on whether the user want to enter lines using ""Shopping List"" entry.",D2. A decision on whether the user want to enter lines using â€œShopping Listâ€ entry â€” The user has chosen not to use the easy entry and is now asked if they would lie to use a shopping list,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,13,"Y2. Yes, Line entry using shopping list is being used - At SE Electrical Distribution","Y2. Yes, Line entry using shopping list is being used - At SE Electrical Distribution",Y2,"Yes, Line entry using shopping list is being used",/images/LineEnt2/Y2.png,,S5,,,"Yes, Line entry using shopping list is being used.",Go to Shopping List Entry,,,"Yes, Line entry using shopping list is being used.","Y2. Yes, Line entry using shopping list is being used â€” the user has chosen to use a ""Shopping list "" Method of entry",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,14,S5. Shopping List Entry  - At SE Electrical Distribution,S5. Shopping List Entry - At SE Electrical Distribution,S5,Shopping List Entry,/images/LineEnt2/S5.png,,S6,,,Shopping List Entry.,Go to select shopping list type,,,Shopping List Entry.,"S5. Shopping List Entry â€” ou can access the Shopping List feature from Line Entry menu in Sales Order Entry-Select Products. You can create a Shopping List that is based on promotional products, past sales, previous orders, product lists, and Infor CPQ product configurations. Promotional products are based on pricing records in PD Pricing Setup. Past sales and previous orders are based on the customer's transaction history. Product lists are set up in Product List Setup. Product lists are often used to sell slow-moving products or overstocked products. Products configured in CPQ can be returned as individual shopping list components. Use the Shopping List function to perform these actions: Select products from a customerâ€™s ordering history within a month/year range. Select products that are listed in the ordering history and automatically batch load the products into the sales order as separate line items. Select products from a list of specific previous orders or from a specific product list. Use the Shopping List to show a list with these elements: All of the products a customer has ordered in the last two months The last quantity ordered for each product The last price that was given for each product Past sales totals for products by month You can select individual products from the Shopping List to add to the order, or add all products from the Shopping List to the order. You can change the quantity to order for each product.",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,15,S6. select shopping list type  - At SE Electrical Distribution,S6. select shopping list type - At SE Electrical Distribution,S6,select shopping list type,/images/LineEnt2/S6.png,,S7,,,select shopping list type.,Go to Enter List Criteria,,,select shopping list type.,"S6. select shopping list type â€” Promotional Products shopping list Promotional products are products that are on sale at a special price or discount for a limited time. Promotional pricing records are set up in PD Pricing Setup at either the product or product price type level. When you add the product to the customerâ€™s order, the price is obtained from PD Pricing Setup. The promotional price is then charged to the customer. You can view pricing detail in the Pricing view in the Add Line Item section of Sales Order Entry. To view all current promotions, select the Shopping List option and then click Promotional Products. Recalling a large number of records can affect your systemâ€™s performance. To minimize the number of records to sort through, specify the maximum number of records to display. You can also filter the records that are displayed in Customer Order Pad Filter Setup to view only specific customers, customer types, and product categories. When filters are defined, those particular records are not displayed in the Shopping List. When you select to automatically launch this style, each time the Shopping List is accessed, promotional pricing is launched. If you clear the Automatically Launch This Style option, you can select from the different styles available. Past Sales shopping list You can select products from a list of products that the customer has purchased previously by selecting Past Sales. Specify a range of months and the number of product records to recall for the Shopping List. You can also include past sales for these types of products: Nonstocks products Products that were sold from the warehouse on the order to the customer on the order and the customer's ship tos. Products that were sold to the customer or ship to on the order from any warehouse. The recommended quantity for the products in the Shopping List is based on the first order found. To see past sales information as monthly totals, use the Past Sales window. Previous Orders shopping list Customers often order the same product repeatedly, or duplicate entire orders. The Previous Orders function lets you import product from up to 10 past orders into the current Shopping List. These orders can originate from any customer account. Because your pricing might have changed since the original order was shipped, you can have the system re-price the products or retain the original pricing. The recommended quantity is based on the first order found. Product List shopping list Product lists are user-defined lists of product set up in Product List Setup. Sales personnel or inbound call centers use these lists primarily to promote product sales on slow-moving products or overstocked products to their customers. If you use a Product List, select the Product List Type and specify the number of products you want to recall. The product list is then moved into your current Shopping List. The recommended quantity is based on the product list.",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,16,S7. Enter List Criteria  - At SE Electrical Distribution,S7. Enter List Criteria - At SE Electrical Distribution,S7,Enter List Criteria,/images/LineEnt2/S7.png,,S8,,,Enter List Criteria.,Go to Enter Quantity,,,Enter List Criteria.,"S7. Enter List Criteria â€” The ordering history information is from the SM Extended Totals Warehouse/Product by Customer Report. The information contained in this file is automatically updated each time Sales Entry Processing Invoice Processing Report is generated, if the Customer, Product Category by Warehouse options are selected in SA Administrator Options-Sales History-Levels. The Update Sales Manager option must also be selected in Sales Entry Processing Invoice Processing Report. You can filter the ordering history information by setting up records in Customer Order Pad Filter Setup for specific customers or customer types and product categories. When you set up a customer or customer type with product categories in Customer Order Pad Filter Setup, those product categories are not displayed when you use the Shopping List.",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,17,S8. Enter Quantity - At SE Electrical Distribution,S8. Enter Quantity - At SE Electrical Distribution,S8,Enter Quantity,/images/LineEnt2/S8.png,,S9,,,Enter Quantity.,Go to Add additional products to the list,,,Enter Quantity.,S8. Enter Quantity â€” Before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,18,S9. Add  additional products to the list - At SE Electrical Distribution,S9. Add additional products to the list - At SE Electrical Distribution,S9,Add additional products to the list,/images/LineEnt2/S9.png,,D3,S998,,Add additional products to the list.,"Go to A decision on to enter line items using ""Quick"" entry needs to be taken",,,Add additional products to the list.,S9. Add additional products to the list â€” by searching for it and ading after entering the qualtitiy or from other shopiing lists,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,19,D3.  A decision on  to enter line items using “Quick” entry  needs to be taken - At SE Electrical Distribution,"D3. A decision on to enter line items using ""Quick"" entry needs to be taken - At SE Electrical Distribution",D3,"A decision on to enter line items using ""Quick"" entry needs to be taken",/images/LineEnt2/D3.png,,Y3,N3,,"A decision on to enter line items using ""Quick"" entry needs to be taken.","Go to Yes, Quick line entry was selected","Go to No, the user is not using ""Quick Line"" Entry",,"A decision on to enter line items using ""Quick"" entry needs to be taken.",D3. A decision on to enter line items using â€œQuickâ€ entry needs to be taken â€” The user chose not use the Easy entry or the Shopping list entry methods so has ot decide if they would like to enter using the quick entry,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,20,"Y3. Yes, Quick line entry was selected - At SE Electrical Distribution","Y3. Yes, Quick line entry was selected - At SE Electrical Distribution",Y3,"Yes, Quick line entry was selected",/images/LineEnt2/Y3.png,,S10,,,"Yes, Quick line entry was selected.",Go to Quick line entry,,,"Yes, Quick line entry was selected.","Y3. Yes, Quick line entry was selected â€” The user has opted to use quick line entry The user should note Note: Pricing logic is not initiated when you select products in Quick Line Entry mode. If you use PD Pricing Setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated PD records. Select the Check for Non-Standard Products in Easy and Quick Line Entry option in Sales Order Entry-Order Entry Defaults.",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,21,S10. Quick line entry  - At SE Electrical Distribution,S10. Quick line entry - At SE Electrical Distribution,S10,Quick line entry,/images/LineEnt2/S10.png,,S11,,,Quick line entry.,Go to Enter Product Number,,,Quick line entry.,"S10. Quick line entry â€” Quick Select Sales > Entry > Order. Specify the required information on the Initiate page, and then click Next. Select Line Entry > Quick. Specify the quantity. Specify the product. Click Add. Optionally, change the price or unit. Add additional products to the grid. Click Add Lines to add the lines in the grid to the order. Finish the order. Use this mode to add multiple lines to an order simultaneously. Quick line entry requires fewer steps and processing time than single line entry. Use this method if you use a scanner to enter products on the order. Note: Pricing logic is not initiated when you select products in Quick Line Entry mode. If you use PD Pricing Setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated PD records. Select the Check for Non-Standard Products in Easy and Quick Line Entry option in Sales Order Entry-Order Entry Defaults.",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,22,S11. Enter Product Number - At SE Electrical Distribution,S11. Enter Product Number - At SE Electrical Distribution,S11,Enter Product Number,/images/LineEnt2/S11.png,,S12,,,Enter Product Number.,Go to Enter Quantity required,,,Enter Product Number.,"S11. Enter Product Number â€” During line entry products are searched in the easy mode the search option is Product and within that typing a few characters from the product will bring up matching list and will show you the quantity on hand under :in stock""",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,23,S12. Enter Quantity required  - At SE Electrical Distribution,S12. Enter Quantity required - At SE Electrical Distribution,S12,Enter Quantity required,/images/LineEnt2/S12.png,,S13,,,Enter Quantity required.,Go to Enter Price Optional as system would offer best price for the customer,,,Enter Quantity required.,S12. Enter Quantity required â€” Before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,24,S13. Enter Price  Optional as system would offer best price for the customer- At SE Electrical Distribution,S13. Enter Price Optional as system would offer best price for the customer- At SE Electrical Distribution,S13,Enter Price Optional as system would offer best price for the customer,/images/LineEnt2/S13.png,,D4,,,Enter Price Optional as system would offer best price for the customer.,Go to Last product?,,,Enter Price Optional as system would offer best price for the customer.,S13. Enter Price Optional as system would offer best price for the customer- â€” Price over ride should be an,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,25,D4. Last product? - At SE Electrical Distribution,D4. Last product? - At SE Electrical Distribution,D4,Last product?,/images/LineEnt2/D4.png,,Y4,N4,,Last product?.,"Go to Yes, No more products to enter","Go to No, This is not the last item requested by the customer",,Last product?.,D4. Last product? â€” The user needs to check if this is the last line on the order if so suitable actions need to be taken if not another line would be added,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,26,"Y4. Yes, No more products to enter - At SE Electrical Distribution","Y4. Yes, No more products to enter - At SE Electrical Distribution",Y4,"Yes, No more products to enter",/images/LineEnt2/Y4.png,,S14,,,"Yes, No more products to enter.",Go to Add Quick List lines,,,"Yes, No more products to enter.","Y4. Yes, No more products to enter â€” Yes there are no more products to be added as per this selection by the user",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,27,S14.  Add Quick List lines  - At SE Electrical Distribution,S14. Add Quick List lines - At SE Electrical Distribution,S14,Add Quick List lines,/images/LineEnt2/S14.png,,N4,S998,,Add Quick List lines.,"Go to No, the user is not using Easy line Entry",,,Add Quick List lines.,"S14. Add Quick List lines â€” Quick Use this mode to add multiple lines to an order simultaneously. Quick line entry requires fewer steps and processing time than single line entry. Use this method if you use a scanner to enter products on the order. Note: Pricing logic is not initiated when you select products in Quick Line Entry mode. If you use PD Pricing Setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated PD records. Select the Check for Non-Standard Products in Easy and Quick Line Entry option in Sales Order Entry-Order Entry Defaults.",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,28,"N1. No, the user is not using Easy line Entry - At SE Electrical Distribution","N1. No, the user is not using Easy line Entry - At SE Electrical Distribution",N1,"No, the user is not using Easy line Entry",/images/LineEnt2/N1.png,,N2,,,"No, the user is not using Easy line Entry.","Go to No, the user is not using ""Shopping List"" Entry",,,"No, the user is not using Easy line Entry.","N1. No, the user is not using Easy line Entry â€” No the user has chosen not to use the quick line entry hence would move to the next decsion point",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,29,"N2. No, the user is not using “Shopping List” Entry - At SE Electrical Distribution","N2. No, the user is not using ""Shopping List"" Entry - At SE Electrical Distribution",N2,"No, the user is not using ""Shopping List"" Entry",/images/LineEnt2/N2.png,,N3,,,"No, the user is not using ""Shopping List"" Entry.","Go to No, the user is not using ""Quick Line"" Entry",,,"No, the user is not using ""Shopping List"" Entry.","N2. No, the user is not using â€œShopping Listâ€ Entry â€” No the user is not using a Shopping list and so would have to move to the next decision point",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,30,"N3. No, the user is not using “Quick Line” Entry - At SE Electrical Distribution","N3. No, the user is not using ""Quick Line"" Entry - At SE Electrical Distribution",N3,"No, the user is not using ""Quick Line"" Entry",/images/LineEnt2/N3.png,,S15,,,"No, the user is not using ""Quick Line"" Entry.",Go to Advanced line entry selected,,,"No, the user is not using ""Quick Line"" Entry.","N3. No, the user is not using â€œQuick Lineâ€ Entry â€” No the user is not using a quick line entry method and hence has to move to the next decsion block",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,31,S15. Advanced line entry selected  - At SE Electrical Distribution,S15. Advanced line entry selected - At SE Electrical Distribution,S15,Advanced line entry selected,/images/LineEnt2/S15.png,,S16,,,Advanced line entry selected.,Go to Enter Product Info,,,Advanced line entry selected.,"S15. Advanced line entry selected â€” Advanced Use this mode to add a single line item to the order. In this mode, you can specify additional information that may be required for processing, such as sourcing, serial or lot number assignment, or pricing changes. Values for the line item that may differ from the order, such as Promise Date and Rush status, are available in the Extended Fields section. You can also use this mode to add a printed or internal comment to the line. All line entry modes in Sales Order Entry are available, with these exceptions: On Correction orders, only the Advanced and Return Multiple modes are available. On Direct Orders,only the Advanced mode is available. If you specify a product on a line and click Finish before you add the line to the order, these events occur: The line is added to the order. The order is completed.",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,32,S16. Enter Product Info  - At SE Electrical Distribution,S16. Enter Product Info - At SE Electrical Distribution,S16,Enter Product Info,/images/LineEnt2/S16.png,,D5,,,Enter Product Info.,Go to Was Product found ?,,,Enter Product Info.,S16. Enter Product Info,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,33,D5. Was Product found ?- At SE Electrical Distribution,D5. Was Product found ?- At SE Electrical Distribution,D5,Was Product found ?,/images/LineEnt2/D5.png,,Y5,N5,,Was Product found ?.,"Go to Yes, Product was found","Go to No, Product was not found",,Was Product found ?.,D5. Was Product found ? â€” The product requested by the customer in not found in the system Even though items are constantly added to the catalog from lists provided by the manufacturer some times products may still be not defined hence this decision has to be made,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,34,"Y5. Yes, Product was found - At SE Electrical Distribution","Y5. Yes, Product was found - At SE Electrical Distribution",Y5,"Yes, Product was found",/images/LineEnt2/Y5.png,,S17,,,"Yes, Product was found.",Go to Product Selected,,,"Yes, Product was found.","Y5. Yes, Product was found â€” Yes product was found",,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,35,S17. Product Selected - At SE Electrical Distribution,S17. Product Selected - At SE Electrical Distribution,S17,Product Selected,/images/LineEnt2/S17.png,,S18,,,Product Selected.,Go to Enter Qty /UOM,,,Product Selected.,S17. Accept Product â€” Since the product matching the requirement was found the appropriate action can now be taken,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,36,S18.  Enter Qty /UOM - At SE Electrical Distribution,S18. Enter Qty /UOM - At SE Electrical Distribution,S18,Enter Qty /UOM,/images/LineEnt2/S18.png,,D6,,,Enter Qty /UOM.,Go to Is this a Build on Demand Product?,,,Enter Qty /UOM.,S18. Enter Qty /uom â€” Enter the quantity and unit of issue,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
SE_SLS_Enter_line_Opt2_251210_0901.pptx,37,D6. Is this a Build on Demand Product? - At SE Electrical Distribution,D6. Is this a Build on Demand Product? - At SE Electrical Distribution,D6,Is this a Build on Demand Product?,/images/LineEnt2/D6.png,,Y6,N6,,Is this a Build on Demand Product?.,"Go to Yes, it is a build on Demand Product","Go to No, It is not a Build on demand Product",,Is this a Build on Demand Product?.,D6. Is this a Build on Demand Product? â€” A decision needs to be taken if the item selected is a Build on demand kit product,,,No,SE,Distro,Sales,,outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,
