Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Image_web,Narr1_seed,Desc_Next1,Desc_Next2,Desi_Ques,Narr2_seed,Narr3_seed,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label
C:\Users\scottuser\Documents\SonetLumier\Input\PPS_PMA_12232025-1257.pptx,11,S5. SRO Service Request Order is generated for all PMA for next month - PPS Service Rental,S5. SRO Service Request Order is generated for all PMA for next month - PPS Service Rental,S5,SRO Service Request Order is generated for all PMA for next month,../images/PMA/S5.png,,S6,,,SRO Service Request Order is generated for all PMA for next month.,SRO or Service Order Processing starts from scheduling to task completion,,,SRO Service Request Order is generated for all PMA for next month.this is the process of running the next months SRO so that calls coud be made to the customer and service visit by PPS technicians can be scheduled ,this is the process of running the next months SRO so that calls coud be made to the customer and service visit by PPS technicians can be scheduled ,11_Schedule Service,https://scottelectricusa.uap.infor.com/#/content/6bb6bd8c-2c6f-46e0-a3d0-e97eed2f230b?contextId=3a4b3dad-96fe-4694-a768-791383f32e32&bypassGroupFiltering=false,No,Palco,Service,PMA,,outputs/faq,PPS_PMA_faq.html,PMA related FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\Input\PPS_PMA_12232025-1257.pptx,12,S6. SRO or Service Order Processing starts from scheduling to task completion - PPS Service Rental,S6. SRO or Service Order Processing starts from scheduling to task completion - PPS Service Rental,S6,SRO or Service Order Processing starts from scheduling to task completion,../images/PMA/S6.png,,S998,,,SRO or Service Order Processing starts from scheduling to task completion.,You have come to the end of the path selected in the,,,SRO or Service Order Processing starts from scheduling to task completion.,As mention earlier the SOP for SRO processing a Service Request Order is very involved and need multiple players within PPS ,01_Service Order Process,https://scottelectricusa.uap.infor.com/#/folder/01service-order-process,No,Palco,Service,PMA,,outputs/faq,PPS_PMA_faq.html,PMA related FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\Input\PPS_PMA_12232025-1257.pptx,13,S998. You have come to the end of the path selected in the – Rental Process,S998. You have come to the end of the path selected in the - Rental Process,S998,You have come to the end of the path selected in the,../images/PMA/S998.png,,S999,,,You have come to the end of the path selected in the.,You have successfully completed this SOP On PMA's,,,You have come to the end of the path selected . The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment ,"You have now come to the end of one path and have choice to pick a decision point of your choice from the bread crumb above or start from the very beginning of the process Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment ",,,No,Palco,Service,PMA,,outputs/faq,PPS_PMA_faq.html,PMA related FAQ,,,
C:\Users\scottuser\Documents\SonetLumier\Input\PPS_PMA_12232025-1257.pptx,14,S999. You have successfully completed this SOP On PMA’s,S999. You have successfully completed this SOP On PMA's,S999,You have successfully completed this SOP On PMA's,../images/PMA/S999.png,,,,,You have successfully completed this SOP On PMA's., ,,,"You have successfully completed this SOP On PMA's.Thank you for completing this module on PMA Creation and Scheduling SOP . The ERP Project Team and Training Group appreciate your time, attention, and commitment to learning our new systems and processes.","Thank you for completing this module on PMA Creation and Scheduling SOP . The ERP Project Team and Training Group appreciate your time, attention, and commitment to learning our new systems and processes.

To be confident in your day-to-day work—and to avoid surprises at Go Live or when you move into a new role—please set aside time to practice this SOP in the training environment. Working through realistic examples several times will help you:• Follow the steps in the correct sequence• Understand what the key fields and options do• Reduce errors when you work in the live system• Handle real customer and business situations with confidence

The training environment is the safest place to practice, ask questions, and learn from mistakes—before they affect real orders, inventory, equipment, or customers. The more you use the training environment now, the smoother your work will be later in the live system.",,,No,Palco,Service,PMA,,,,,outputs/quiz,PPS_PMA_quiz.html,Check your understanding of the PMA process
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
