Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Desc_Next1,Desc_Next2,Desi_Ques,Narr1_seed,Narr2_seed,Narr3_seed,Narr1,Narr2,Narr3,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label,Image_web
PPS-Service-Rental 251221_10_23.pptx,11,S8. Change or Check Billing details - PPS Service Rental,S8. Change or Check Billing details - PPS Service Rental,S8,Change or Check Billing details,../images/Rental/S8.png,,D2,,Go to Decision Are we Charging freight,,,Change or Check Billing details.,Change or Check Billing details,Change or Check Billing details,Slide S8. Change or Check Billing details   Change or Check Billing details.,Change or Check Billing details,Change or Check Billing details,11_Change Billing Details,https://scottelectricusa.uap.infor.com/#/content/852a7e47-6cec-45e9-b695-8896bfb5457c?contextId=882556fc-990c-47d1-8881-6e7c2d02fd72&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,12,D2. Decision Are we Charging freight  - PPS Service Rental,D2. Decision Are we Charging freight - PPS Service Rental,D2,Decision Are we Charging freight,../images/Rental/D2.png,Are we going to charge Freight?,Y2,N2,Go to Yes we are Charging freight,Go to No we are not charging freight,Are we going to charge Freight?,Decision Are we Charging freight.,Are we charging Freight  adetermination on whether a freight need to be charged is based on some of the following factors are they pick ing up and dropping it off or are using their carrier to pick up and drop off,Are we charging Freight  adetermination on whether a freight need to be charged is based on some of the following factors are they pick ing up and dropping it off or are using their carrier to pick up and drop off,Slide D2. Decision Are we Charging freight   Decision Are we Charging freight.,Are we charging Freight  adetermination on whether a freight need to be charged is based on some of the following factors are they pick ing up and dropping it off or are using their carrier to pick up and drop off,Are we charging Freight  adetermination on whether a freight need to be charged is based on some of the following factors are they pick ing up and dropping it off or are using their carrier to pick up and drop off,,,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,13,Y2. Yes we are Charging freight  - PPS Service Rental,Y2. Yes we are Charging freight - PPS Service Rental,Y2,Yes we are Charging freight,../images/Rental/Y2.png,,S9,,Go to Add Freight to contract,,,Yes we are Charging freight.,Yes Freight needs to be added to this contract,Yes Freight needs to be added to this contract,Slide Y2. Yes we are Charging freight   Yes we are Charging freight.,Yes Freight needs to be added to this contract,Yes Freight needs to be added to this contract,,,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,14,S9. Add Freight to contract  - PPS Service Rental,S9. Add Freight to contract - PPS Service Rental,S9,Add Freight to contract,../images/Rental/S9.png,,S10,,Go to Print Rental Agreement,,,Add Freight to contract.,Add Freight to contract   opm -  in Add Freight to rental as available in 13_Add Freight to Rental,Add Freight to contract   opm -  in Add Freight to rental as available in 13_Add Freight to Rental,Slide S9. Add Freight to contract   Add Freight to contract.,Add Freight to contract   opm -  in Add Freight to rental as available in 13_Add Freight to Rental,Add Freight to contract   opm -  in Add Freight to rental as available in 13_Add Freight to Rental,13_Add Freight to Rental,https://scottelectricusa.uap.infor.com/#/content/935d5ab3-02aa-49c4-a33f-c671a15f300b?contextId=882556fc-990c-47d1-8881-6e7c2d02fd72&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,15,S10. Print Rental Agreement - PPS Service Rental,S10. Print Rental Agreement - PPS Service Rental,S10,Print Rental Agreement,../images/Rental/S10.png,,S11,,Go to Check out Rental unit,,,Print Rental Agreement.,Print Rental Agreement - after review the final rental agreement is printed,Print Rental Agreement - after review the final rental agreement is printed,Slide S10. Print Rental Agreement   Print Rental Agreement.,Print Rental Agreement - after review the final rental agreement is printed,Print Rental Agreement - after review the final rental agreement is printed,03_Print Rental Agreement,https://scottelectricusa.uap.infor.com/#/content/ff169717-dcdb-4ef5-85e2-4376740a24a2?contextId=882556fc-990c-47d1-8881-6e7c2d02fd72&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,16,S11. Check out Rental unit - PPS Service Rental,S11. Check out Rental unit - PPS Service Rental,S11,Check out Rental unit,../images/Rental/S11.png,,S12,,Go to Check in Rental unit,,,Check out Rental unit.,Check out Rental unit on the agreed upon date the rental unit is given an inspection as per Standard procedure and all key values are noted and finally the unit is checked out of available and handed over to the customer. It should be noted that a verification of COI or certificate of insurance is on file or a rental insurance is added,Check out Rental unit on the agreed upon date the rental unit is given an inspection as per Standard procedure and all key values are noted and finally the unit is checked out of available and handed over to the customer. It should be noted that a verification of COI or certificate of insurance is on file or a rental insurance is added,Slide S11. Check out Rental unit   Check out Rental unit.,Check out Rental unit on the agreed upon date the rental unit is given an inspection as per Standard procedure and all key values are noted and finally the unit is checked out of available and handed over to the customer. It should be noted that a verification of COI or certificate of insurance is on file or a rental insurance is added,Check out Rental unit on the agreed upon date the rental unit is given an inspection as per Standard procedure and all key values are noted and finally the unit is checked out of available and handed over to the customer. It should be noted that a verification of COI or certificate of insurance is on file or a rental insurance is added,08_Check Out Rental,https://scottelectricusa.uap.infor.com/#/content/0a169ac7-fa74-44f6-a6ba-c646a76dcbfe?contextId=882556fc-990c-47d1-8881-6e7c2d02fd72&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,17,S12. Check in Rental unit  - PPS Service Rental,S12. Check in Rental unit - PPS Service Rental,S12,Check in Rental unit,../images/Rental/S12.png,,D3,,Go to Is this a Re,,,Check in Rental unit.,Check in Rental unit  - It should be noted based on rental frequency the billing will be done till it it is time to for the unit to be returned and this is covered in OPM 09_Check In Rental,Check in Rental unit  - It should be noted based on rental frequency the billing will be done till it it is time to for the unit to be returned and this is covered in OPM 09_Check In Rental,Slide S12. Check in Rental unit   Check in Rental unit.,Check in Rental unit  - It should be noted based on rental frequency the billing will be done till it it is time to for the unit to be returned and this is covered in OPM 09_Check In Rental,Check in Rental unit  - It should be noted based on rental frequency the billing will be done till it it is time to for the unit to be returned and this is covered in OPM 09_Check In Rental,09_Check In Rental,https://scottelectricusa.uap.infor.com/#/content/2f4a800a-dfad-42bb-85d1-53e86098dba2?contextId=882556fc-990c-47d1-8881-6e7c2d02fd72&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,18,D3. Is this a Re-Rent unit - PPS Service Rental,D3. Is this a Re-Rent unit - PPS Service Rental,D3,Is this a Re,../images/Rental/D3.png,Is this a Re- rent Situation,Y3,N3,Go to Yes this is a Re,Go to No this is not a re,Is this a Re- rent Situation,Is this a Re.,Is this a re rent in other word is this a unit that is not one from our fleet and we rented it from other rentors,Is this a re rent in other word is this a unit that is not one from our fleet and we rented it from other rentors,Slide D3. Is this a Re   Is this a Re.,Is this a re rent in other word is this a unit that is not one from our fleet and we rented it from other rentors,Is this a re rent in other word is this a unit that is not one from our fleet and we rented it from other rentors,,,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,19,Y3. Yes  this is a Re-Rent unit - PPS Service Rental,Y3. Yes this is a Re-Rent unit - PPS Service Rental,Y3,Yes this is a Re,../images/Rental/Y3.png,,S13,,Go to Print Return Merchandise PO,,,Yes this is a Re.,Yes this is a Re.,Yes this is a Re.,Slide Y3. Yes this is a Re   Yes this is a Re.,,,,,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,20,S13. Print Return Merchandise PO - PPS Service Rental,S13. Print Return Merchandise PO - PPS Service Rental,S13,Print Return Merchandise PO,../images/Rental/S13.png,,S14,,Go to Receive Vendor Return Merchandise PO,,,Print Return Merchandise PO.,Print Return Merchandise PO this uses standard PO crete process only marked as return,Print Return Merchandise PO this uses standard PO crete process only marked as return,Slide S13. Print Return Merchandise PO   Print Return Merchandise PO.,Print Return Merchandise PO this uses standard PO crete process only marked as return,Print Return Merchandise PO this uses standard PO crete process only marked as return,none found,0,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,21,S14. Receive Vendor Return Merchandise PO - PPS Service Rental,S14. Receive Vendor Return Merchandise PO - PPS Service Rental,S14,Receive Vendor Return Merchandise PO,../images/Rental/S14.png,,S15,,Go to Close rental Contract,,,Receive Vendor Return Merchandise PO.,Receive Vendor Return Merchandise PO this is process to record the unit was returned to the Rentor and that it was received in good condition this OPM will follow Scott electric return to vendor process,Receive Vendor Return Merchandise PO this is process to record the unit was returned to the Rentor and that it was received in good condition this OPM will follow Scott electric return to vendor process,Slide S14. Receive Vendor Return Merchandise PO   Receive Vendor Return Merchandise PO.,Receive Vendor Return Merchandise PO this is process to record the unit was returned to the Rentor and that it was received in good condition this OPM will follow Scott electric return to vendor process,Receive Vendor Return Merchandise PO this is process to record the unit was returned to the Rentor and that it was received in good condition this OPM will follow Scott electric return to vendor process,none found,0,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,22,S15. Close rental Contract  - PPS Service Rental,S15. Close rental Contract - PPS Service Rental,S15,Close rental Contract,../images/Rental/S15.png,Would you like to go to the end of the SOP or End of this Path ?,S999,S998,Go to the End of the path slide,Go to No we do not have one of our fleet generator available,Would you like to go to the end of the SOP or End of this Path ?,Go to the end of the SOP as you have exhaused all paths,"Close rental Contract  having crossed all the ""t"" and dotted all the I's time to close the rental agreement","Close rental Contract  having crossed all the ""t"" and dotted all the I's time to close the rental agreement",Slide S15. Close rental Contract   Go to the end of the SOP as you have exhaused all paths.,"Close rental Contract  having crossed all the ""t"" and dotted all the I's time to close the rental agreement","Close rental Contract  having crossed all the ""t"" and dotted all the I's time to close the rental agreement",10_Close Rental,0,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,23,N1. No we do not have one of our fleet generator available  - PPS Service Rental,N1. No we do not have one of our fleet generator available - PPS Service Rental,N1,No we do not have one of our fleet generator available,../images/Rental/N1.png,,S3,,Go to Add a Re,,,No we do not have one of our fleet generator available.,No we do not have one of our fleet generator available,No we do not have one of our fleet generator available,Slide N1. No we do not have one of our fleet generator available   No we do not have one of our fleet generator available.,No we do not have one of our fleet generator available,No we do not have one of our fleet generator available,0,0,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,24,S3. Add a Re-Rent Item - PPS Service Rental,S3. Add a Re-Rent Item - PPS Service Rental,S3,Add a Re,../images/Rental/S3.png,,S5,,Go to Raise Re,,,Add a Re.,Add a Re-Rent Item,Add a Re-Rent Item,Slide S3. Add a Re   Add a Re.,Add a Re-Rent Item,Add a Re-Rent Item,04_Add Re Rent Items,https://scottelectricusa.uap.infor.com/#/content/4deaa884-498a-4dcc-8c9b-eb3ec5e13449?contextId=882556fc-990c-47d1-8881-6e7c2d02fd72&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,25,S5. Raise Re-Rent PO - PPS Service Rental,S5. Raise Re-Rent PO - PPS Service Rental,S5,Raise Re,../images/Rental/S5.png,,S6,,Go to Print Re,,,Raise Re.,Raise Re-Rent PO - it is determined that the only way to satisfy the request is to re-rent i.e rent from another Rentor and offer it to our customer,Raise Re-Rent PO - it is determined that the only way to satisfy the request is to re-rent i.e rent from another Rentor and offer it to our customer,Slide S5. Raise Re   Raise Re.,Raise Re-Rent PO - it is determined that the only way to satisfy the request is to re-rent i.e rent from another Rentor and offer it to our customer,Raise Re-Rent PO - it is determined that the only way to satisfy the request is to re-rent i.e rent from another Rentor and offer it to our customer,01_Create Purchase Order (SE),https://scottelectricusa.uap.infor.com/#/content/dd7e9d0f-46fc-4032-9cc0-97883f16531e?contextId=d8a3b962-08bf-4d5f-bdaa-cd31b1159dc8&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,26,S6. Print Re-Rent Purchase Order (PO) - PPS Service Rental,S6. Print Re-Rent Purchase Order (PO) - PPS Service Rental,S6,Print Re,../images/Rental/S6.png,,S7,,Go to Receive Re,,,Print Re.,Print Re-Rent Purchase Order (PO) This assumes that all the terms are satisfied and this is a know vendor,Print Re-Rent Purchase Order (PO) This assumes that all the terms are satisfied and this is a know vendor,Slide S6. Print Re   Print Re.,Print Re-Rent Purchase Order (PO) This assumes that all the terms are satisfied and this is a know vendor,Print Re-Rent Purchase Order (PO) This assumes that all the terms are satisfied and this is a know vendor,06_Print Re Rent PO,https://scottelectricusa.uap.infor.com/#/content/dd7e9d0f-46fc-4032-9cc0-97883f16531e?contextId=d8a3b962-08bf-4d5f-bdaa-cd31b1159dc8&bypassGroupFiltering=false,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,27,S7. Receive Re-Rent  Purchase Order (PO) - PPS Service Rental,S7. Receive Re-Rent Purchase Order (PO) - PPS Service Rental,S7,Receive Re,../images/Rental/S7.png,,N2,,Go to No we are not charging freight,,,Receive Re.,Receive Re-Rent  Purchase Order (PO) When the time is right and as per our purchase order the rental unit from the re rentor is received so that it could be then rented out to our customer,Receive Re-Rent  Purchase Order (PO) When the time is right and as per our purchase order the rental unit from the re rentor is received so that it could be then rented out to our customer,Slide S7. Receive Re   Receive Re.,Receive Re-Rent  Purchase Order (PO) When the time is right and as per our purchase order the rental unit from the re rentor is received so that it could be then rented out to our customer,Receive Re-Rent  Purchase Order (PO) When the time is right and as per our purchase order the rental unit from the re rentor is received so that it could be then rented out to our customer,0,0,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
PPS-Service-Rental 251221_10_23.pptx,28,N2. No we are not charging freight  - PPS Service Rental,N2. No we are not charging freight - PPS Service Rental,N2,No we are not charging freight,../images/Rental/N2.png,,S10a,,Go to Print Rental Agreement,,,No we are not charging freight.,No we are not charging freight,No we are not charging freight,Slide N2. No we are not charging freight   No we are not charging freight.,No we are not charging freight,No we are not charging freight,0,0,No,Palco,Service,Rental,, ../faq,PPS_Rental_faq.html,FAQ on Rental,,,,
