Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Desc_Next1,Desc_Next2,Desi_Ques,Narr1_seed,Narr2_seed,Narr3_seed,Narr1,Narr2,Narr3,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label,Image_web
SE_SLS_LineEnt_251214_2020.pptx,11,S4. Add additional product to Sales order - At SE Electrical Distribution,S4. Add additional product to Sales order - At SE Electrical Distribution,S4,Add additional product to Sales order,../images/LineEnt/S4.png,Proceed to another branch or to the end of the path,D2,S998,Add additional items to the order,GO to the End of the Path,Proceed to another branch or to the end of the path,How to add additional line to this order is discussed here,,S4. Add additional product to Sales order -  by searching for it and adding after entering the quality,Slide S4. Add additional product to Sales order — How to add additional line to this order is discussed here.,,S4. Add additional product to Sales order -  by searching for it and adding after entering the quality,13_Add Items Using Easy Line Entry,https://scottelectricusa.uap.infor.com/#/content/7969a0f7-c09a-48bf-b76a-6a81b23472b0?contextId=d8a3b962-08bf-4d5f-bdaa-cd31b1159dc8,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,12,D2. A decision on  whether the user want to enter lines  using “Shopping List” entry - At SE Electrical Distribution,"D2. A decision on whether the user want to enter lines using ""Shopping List"" entry - At SE Electrical Distribution",D2,"A decision on whether the user want to enter lines using ""Shopping List"" entry",../images/LineEnt/D2.png,User Must choose using Shopping cart or other,Y2,N2,"Yes , Line entry using shopping list is being used","No, the user is not using ""Shopping List"" Entry",User Must choose using Shopping cart or other,"A decision on whether the user want to enter lines using ""Shopping List"" entry.",,D2. A decision on whether the user want to enter lines using Shopping list List  entry -  The user has chosen not to use the easy entry and is now asked if they would lie to use a shopping list,"Slide D2. A decision on whether the user want to enter lines using ""Shopping List"" entry — A decision on whether the user want to enter lines using ""Shopping List"" entry.",,D2. A decision on whether the user want to enter lines using Shopping list List  entry -  The user has chosen not to use the easy entry and is now asked if they would lie to use a shopping list,,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,13,"Y2. Yes, Line entry using shopping list is being used - At SE Electrical Distribution","Y2. Yes, Line entry using shopping list is being used - At SE Electrical Distribution",Y2,"Yes, Line entry using shopping list is being used",../images/LineEnt/Y2.png,,S5,,Go to Shopping List Entry,,,"Yes, Line entry using shopping list is being used.",,"Y2. Yes, Line entry using shopping list is being used -  the user has chosen to use a ""Shopping list "" Method of entry","Slide Y2. Yes, Line entry using shopping list is being used — Yes, Line entry using shopping list is being used.",,"Y2. Yes, Line entry using shopping list is being used -  the user has chosen to use a ""Shopping list "" Method of entry",,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,14,S5. Shopping List Entry  - At SE Electrical Distribution,S5. Shopping List Entry - At SE Electrical Distribution,S5,Shopping List Entry,../images/LineEnt/S5.png,,S6,,Go to select shopping list type,,,Shopping List Entry. Process,,,Slide S5. Shopping List Entry — Shopping List Entry. Process.,,,01_Review the Shopping List,https://scottelectricusa.uap.infor.com/#/content/3b861bdc-d798-4398-93df-90c128af60bc?contextId=4c116798-abf1-4daf-b5d8-d2d249ecdaf2,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,15,S6. select shopping list type  - At SE Electrical Distribution,S6. select shopping list type - At SE Electrical Distribution,S6,select shopping list type,../images/LineEnt/S6.png,,S7,,Go to Enter List Criteria,,,select shopping list type.,,"S6. select shopping list type -  Promotional Products shopping list Promotional products are products that are on sale at a special price or discount for a limited time. Promotional pricing records are set up in PD Pricing Setup at either the product or product price type level. When you add the product to the customer's order, the price is obtained from PD Pricing Setup. The promotional price is then charged to the customer. You can view pricing detail in the Pricing view in the Add Line Item section of Sales Order Entry. To view all current promotions, select the Shopping List option and then click Promotional Products. Recalling a large number of records can affect your system's performance. To minimize the number of records to sort through, specify the maximum number of records to display. You can also filter the records that are displayed in Customer Order Pad Filter Setup to view only specific customers, customer types, and product categories. When filters are defined, those particular records are not displayed in the Shopping List. When you select to automatically launch this style, each time the Shopping List is accessed, promotional pricing is launched. If you clear the Automatically Launch This Style option, you can select from the different styles available. Past Sales shopping list You can select products from a list of products that the customer has purchased previously by selecting Past Sales. Specify a range of months and the number of product records to recall for the Shopping List. You can also include past sales for these types of products: Nonstock products Products that were sold from the warehouse on the order to the customer on the order and the customer's ship tos. Products that were sold to the customer or ship to on the order from any warehouse. The recommended quantity for the products in the Shopping List is based on the first order found. To see past sales information as monthly totals, use the Past Sales window. Previous Orders shopping list Customers often order the same product repeatedly, or duplicate entire orders. The Previous Orders function lets you import product from up to 10 past orders into the current Shopping List. These orders can originate from any customer account. Because your pricing might have changed since the original order was shipped, you can have the system re-price the products or retain the original pricing. The recommended quantity is based on the first order found. Product List shopping list Product lists are user-defined lists of product set up in Product List Setup. Sales personnel or inbound call centers use these lists primarily to promote product sales on slow-moving products or overstocked products to their customers. If you use a Product List, select the Product List Type and specify the number of products you want to recall. The product list is then moved into your current Shopping List. The recommended quantity is based on the product list.",Slide S6. select shopping list type — select shopping list type.,,"S6. select shopping list type -  Promotional Products shopping list Promotional products are products that are on sale at a special price or discount for a limited time. Promotional pricing records are set up in PD Pricing Setup at either the product or product price type level. When you add the product to the customer's order, the price is obtained from PD Pricing Setup. The promotional price is then charged to the customer. You can view pricing detail in the Pricing view in the Add Line Item section of Sales Order Entry. To view all current promotions, select the Shopping List option and then click Promotional Products. Recalling a large number of records can affect your system's performance. To minimize the number of records to sort through, specify the maximum number of records to display. You can also filter the records that are displayed in Customer Order Pad Filter Setup to view only specific customers, customer types, and product categories. When filters are defined, those particular records are not displayed in the Shopping List. When you select to automatically launch this style, each time the Shopping List is accessed, promotional pricing is launched. If you clear the Automatically Launch This Style option, you can select from the different styles available. Past Sales shopping list You can select products from a list of products that the customer has purchased previously by selecting Past Sales. Specify a range of months and the number of product records to recall for the Shopping List. You can also include past sales for these types of products: Nonstock products Products that were sold from the warehouse on the order to the customer on the order and the customer's ship tos. Products that were sold to the customer or ship to on the order from any warehouse. The recommended quantity for the products in the Shopping List is based on the first order found. To see past sales information as monthly totals, use the Past Sales window. Previous Orders shopping list Customers often order the same product repeatedly, or duplicate entire orders. The Previous Orders function lets you import product from up to 10 past orders into the current Shopping List. These orders can originate from any customer account. Because your pricing might have changed since the original order was shipped, you can have the system re-price the products or retain the original pricing. The recommended quantity is based on the first order found. Product List shopping list Product lists are user-defined lists of product set up in Product List Setup. Sales personnel or inbound call centers use these lists primarily to promote product sales on slow-moving products or overstocked products to their customers. If you use a Product List, select the Product List Type and specify the number of products you want to recall. The product list is then moved into your current Shopping List. The recommended quantity is based on the product list.",,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,16,S7. Enter List Criteria  - At SE Electrical Distribution,S7. Enter List Criteria - At SE Electrical Distribution,S7,Enter List Criteria,../images/LineEnt/S7.png,,S8,,Go to Enter Quantity,,,Enter List Criteria.,,"S7. Enter List Criteria -  The ordering history information is from the SM Extended Totals Warehouse/Product by Customer Report. The information contained in this file is automatically updated each time Sales Entry Processing Invoice Processing Report is generated, if the Customer, Product Category by Warehouse options are selected in SA Administrator Options-Sales History-Levels. The Update Sales Manager option must also be selected in Sales Entry Processing Invoice Processing Report. You can filter the ordering history information by setting up records in Customer Order Pad Filter Setup for specific customers or customer types and product categories. When you set up a customer or customer type with product categories in Customer Order Pad Filter Setup, those product categories are not displayed when you use the Shopping List.",Slide S7. Enter List Criteria — Enter List Criteria.,,"S7. Enter List Criteria -  The ordering history information is from the SM Extended Totals Warehouse/Product by Customer Report. The information contained in this file is automatically updated each time Sales Entry Processing Invoice Processing Report is generated, if the Customer, Product Category by Warehouse options are selected in SA Administrator Options-Sales History-Levels. The Update Sales Manager option must also be selected in Sales Entry Processing Invoice Processing Report. You can filter the ordering history information by setting up records in Customer Order Pad Filter Setup for specific customers or customer types and product categories. When you set up a customer or customer type with product categories in Customer Order Pad Filter Setup, those product categories are not displayed when you use the Shopping List.",,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,17,S8. Enter Quantity - At SE Electrical Distribution,S8. Enter Quantity - At SE Electrical Distribution,S8,Enter Quantity,../images/LineEnt/S8.png,Proceed to another branch or to the end of the path,S9,S998,Go to Add additional products to the list,GO to the End of the Path,Proceed to another branch or to the end of the path,Enter Quantity.,,S8. Enter Quantity -  Before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,Slide S8. Enter Quantity — Enter Quantity.,,S8. Enter Quantity -  Before entering the quantity ensure that the product is available so the delivery requirements of the customer are met,,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,18,S9. Add  additional products to the list - At SE Electrical Distribution,S9. Add additional products to the list - At SE Electrical Distribution,S9,Add additional products to the list,../images/LineEnt/S9.png,,D3,,"Go to A decision on to enter line items using ""Quick"" entry needs to be taken",,,Add additional products to the list.,,S9. Add additional products to the list -  by searching for it and ading after entering the quality or from other shopping lists,Slide S9. Add additional products to the list — Add additional products to the list.,,S9. Add additional products to the list -  by searching for it and ading after entering the quality or from other shopping lists,13-Copy Customer Sales Order,https://scottelectricusa.uap.infor.com/#/content/7c48240e-5e1d-4c52-98a3-b2c080251b5b?contextId=4c116798-abf1-4daf-b5d8-d2d249ecdaf2,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,19,D3.  A decision on  to enter line items using “Quick” entry  needs to be taken - At SE Electrical Distribution,"D3. A decision on to enter line items using ""Quick"" entry needs to be taken - At SE Electrical Distribution",D3,"A decision on to enter line items using ""Quick"" entry needs to be taken",../images/LineEnt/D3.png,Decision Quick line entry or other,Y3,N3,"Go to Yes, Quick line entry was selected","No, the user is not using ""Quick Line"" Entry",Decision Quick line entry or other,"A decision on to enter line items using ""Quick"" entry needs to be taken.",,D3. A decision on to enter line items using Quick  entry needs to be taken -  The user chose not use the Easy entry or the Shopping list entry methods so has ot decide if they would like to enter using the quick entry,"Slide D3. A decision on to enter line items using ""Quick"" entry needs to be taken — A decision on to enter line items using ""Quick"" entry needs to be taken.",,D3. A decision on to enter line items using Quick  entry needs to be taken -  The user chose not use the Easy entry or the Shopping list entry methods so has ot decide if they would like to enter using the quick entry,,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,20,"Y3. Yes, Quick line entry was selected - At SE Electrical Distribution","Y3. Yes, Quick line entry was selected - At SE Electrical Distribution",Y3,"Yes, Quick line entry was selected",../images/LineEnt/Y3.png,,S10,,Go to Quick line entry,,,"Yes, Quick line entry was selected.",,"Y3. Yes, Quick line entry was selected -  The user has opted to use quick line entry The user should note Note: Pricing logic is not initiated when you select products in Quick Line Entry mode. If you use PD Pricing Setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated PD records. Select the Check for Non-Standard Products in Easy and Quick Line Entry option in Sales Order Entry-Order Entry Defaults.","Slide Y3. Yes, Quick line entry was selected — Yes, Quick line entry was selected.",,"Y3. Yes, Quick line entry was selected -  The user has opted to use quick line entry The user should note Note: Pricing logic is not initiated when you select products in Quick Line Entry mode. If you use PD Pricing Setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated PD records. Select the Check for Non-Standard Products in Easy and Quick Line Entry option in Sales Order Entry-Order Entry Defaults.",,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,21,S10. Quick line entry  - At SE Electrical Distribution,S10. Quick line entry - At SE Electrical Distribution,S10,Quick line entry,../images/LineEnt/S10.png,,S11,,Go to Enter Product Number,,,Quick line entry.,,"S10. Quick line entry -  Quick Select Sales > Entry > Order. Specify the required information on the Initiate page, and then click Next. Select Line Entry > Quick. Specify the quantity. Specify the product. Click Add. Optionally, change the price or unit. Add additional products to the grid. Click Add Lines to add the lines in the grid to the order. Finish the order. Use this mode to add multiple lines to an order simultaneously. Quick line entry requires fewer steps and processing time than single line entry. Use this method if you use a scanner to enter products on the order. Note: Pricing logic is not initiated when you select products in Quick Line Entry mode. If you use PD Pricing Setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated PD records. Select the Check for Non-Standard Products in Easy and Quick Line Entry option in Sales Order Entry-Order Entry Defaults.",Slide S10. Quick line entry — Quick line entry.,,"S10. Quick line entry -  Quick Select Sales > Entry > Order. Specify the required information on the Initiate page, and then click Next. Select Line Entry > Quick. Specify the quantity. Specify the product. Click Add. Optionally, change the price or unit. Add additional products to the grid. Click Add Lines to add the lines in the grid to the order. Finish the order. Use this mode to add multiple lines to an order simultaneously. Quick line entry requires fewer steps and processing time than single line entry. Use this method if you use a scanner to enter products on the order. Note: Pricing logic is not initiated when you select products in Quick Line Entry mode. If you use PD Pricing Setup records to set pricing and discounts for most of your products, you can enable alerts about products with associated PD records. Select the Check for Non-Standard Products in Easy and Quick Line Entry option in Sales Order Entry-Order Entry Defaults.",Enter using Quick line Entry (No UAP),,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
SE_SLS_LineEnt_251214_2020.pptx,22,S11. Enter Product Number - At SE Electrical Distribution,S11. Enter Product Number - At SE Electrical Distribution,S11,Enter Product Number,../images/LineEnt/S11.png,,S12,,Go to Enter Quantity required,,,Enter Product Number.,,"S11. Enter Product Number -  During line entry products are searched in the easy mode the search option is Product and within that typing a few characters from the product will bring up matching list and will show you the quantity on hand under :in stock""",Slide S11. Enter Product Number — Enter Product Number.,,"S11. Enter Product Number -  During line entry products are searched in the easy mode the search option is Product and within that typing a few characters from the product will bring up matching list and will show you the quantity on hand under :in stock""",,,No,SE,Distro,Sales,,../outputs/faq,LineEnt2_FAQ.html,FAQ & Tips,,,,
