Source_PPT,SlideIndex,SelectionTitle,Title,Code,Title_short,Image_sub_url,Deci_Question,Next1_Code,Next2_Code,Desc_Next1,Desc_Next2,Desi_Ques,Narr1_seed,Narr2_seed,Narr3_seed,Narr1,Narr2,Narr3,UAP_Label,UAP_URL,Start_Here,Entity,Function,SubEntity,Exclude,FAQ_Loc,FAQ_File,FAQ_Label,Quiz_Loc,Quiz_File,Quiz_Label,Image_web
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,11,S4. Make the OAN item serialized OPM - PPS Sales,S4. Make the OAN item serialized OPM - PPS Sales,S4,Make the OAN item serialized OPM - PPS Sales,../images/BlanketOrder/S4.png,,S5,,Add items to the order including Start_Up - OPM - PPS Sales,,,Make the OAN item serialized OPM - PPS Sales,Make the OAN item serialized OPM - PPS Sales,since generator have to be serilized and tracked by serial number the item created earlier needs to be serialized. It should be noted in these cases the probability that the serial number is known is very low. However that is entered during the receipt of the unit from the manufacturer,Slide S4. Make the OAN item serialized OPM - PPS Sales — Make the OAN item serialized OPM - PPS Sales.,Make the OAN item serialized OPM - PPS Sales,since generator have to be serilized and tracked by serial number the item created earlier needs to be serialized. It should be noted in these cases the probability that the serial number is known is very low. However that is entered during the receipt of the unit from the manufacturer,08_Make a Product Serialized,https://scottelectricusa.uap.infor.com/#/content/675c529d-0457-4345-bb64-367c4424740c?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S4.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,12,S5. Add items to the order including Start_Up - OPM - PPS Sales,S5. Add items to the order including Start_Up - OPM - PPS Sales,S5,Add items to the order including Start_Up - OPM - PPS Sales,../images/BlanketOrder/S5.png,,S6,,Add Lump Sum billing- OPM - PPS Sales,,,Add items to the order including Start_Up - OPM - PPS Sales,Add items to the order including Start_Up - OPM - PPS Sales,It should be noted the start up service has to be added as part of the sale and on a separate line,Slide S5. Add items to the order including Start_Up - OPM - PPS Sales — Add items to the order including Start_Up - OPM - PPS Sales.,Add items to the order including Start_Up - OPM - PPS Sales,It should be noted the start up service has to be added as part of the sale and on a separate line,02_Add Items,https://scottelectricusa.uap.infor.com/#/content/3da46b27-097b-4391-9a80-c09204643112?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S5.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,13,S6. Add Lump Sum billing- OPM - PPS Sales,S6. Add Lump Sum billing- OPM - PPS Sales,S6,Add Lump Sum billing- OPM - PPS Sales,../images/BlanketOrder/S6.png,,D2,,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,,,Add Lump Sum billing- OPM - PPS Sales,Add Lump Sum billing- OPM - PPS Sales,In most bid jobs the lumpsum bill is used as the individual price (to the customer) is not presented.,Slide S6. Add Lump Sum billing- OPM - PPS Sales — Add Lump Sum billing- OPM - PPS Sales.,Add Lump Sum billing- OPM - PPS Sales,In most bid jobs the lumpsum bill is used as the individual price (to the customer) is not presented.,03_Add Lump Sum,https://scottelectricusa.uap.infor.com/#/content/98b76f20-2e04-48cc-94f6-b98f72177e1f?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S6.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,14,D2. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,D2,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,../images/BlanketOrder/D2.png,Decision Does the customer want the Gen and ATS shipped separately ?,Y2,N2,Yes. Customer  wants the Gen and ATS shipped separately,"No, The customer want the Gen and ATS shipped together",Decision Does the customer want the Gen and ATS shipped separately ?,Yes the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,"Due to varaious factors like size , site readiness , mode of operation even fuel require special preparation and handling hence the customer may choose to have the generator and ATS etc shipped separately or in some case all at one time. Hence this question needs to be answered",Slide D2. Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales — Yes the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales.,Decision Does the customer want the Gen and ATS shipped separately ? - OPM - PPS Sales,"Due to varaious factors like size , site readiness , mode of operation even fuel require special preparation and handling hence the customer may choose to have the generator and ATS etc shipped separately or in some case all at one time. Hence this question needs to be answered",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D2.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,15,Y2. Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,Y2. Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,Y2,Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,../images/BlanketOrder/Y2.png,,S7,,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,,,Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,in this case the customer has opted for separate shipments of the Generator and ATS,Slide Y2. Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales — Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales.,Yes The customer want the Gen and ATS shipped separately - OPM - PPS Sales,in this case the customer has opted for separate shipments of the Generator and ATS,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/Y2.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,16,S7. Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,S7. Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,S7,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,../images/BlanketOrder/S7.png,,S8,,Run OEEPC and await customer call - OPM - PPS Sales,,,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,"As the there are three releases one the generator , two the ats and three the startup service 3 releases need to be added to the blanket orderA blanket release (BR) is a portion of the original blanket order (BL). Each blanket release retains the original BL number, but is assigned a different suffix. You can specify different ship dates and ship to locations for each blanket release.

Select Sales > Entry > Blanket Release.
Specify the blanket order number, and then click Search.
Click New.
Specify information for this blanket release.
The promise date and requested ship date are required.
Click Continue.
Review the information and make changes if required.
Click Save.
Related topics",Slide S7. Create 3 releases to satisfy the customer’s request - OPM - PPS Sales — Create 3 releases to satisfy the customer’s request - OPM - PPS Sales.,Create 3 releases to satisfy the customer’s request - OPM - PPS Sales,"As the there are three releases one the generator , two the ats and three the startup service 3 releases need to be added to the blanket orderA blanket release (BR) is a portion of the original blanket order (BL). Each blanket release retains the original BL number, but is assigned a different suffix. You can specify different ship dates and ship to locations for each blanket release.

Select Sales > Entry > Blanket Release.
Specify the blanket order number, and then click Search.
Click New.
Specify information for this blanket release.
The promise date and requested ship date are required.
Click Continue.
Review the information and make changes if required.
Click Save.
Related topics",04_Create a Release,https://scottelectricusa.uap.infor.com/#/content/8ee4bf25-b611-4a98-b451-2bbbe6e4785b?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S7.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,17,S8. Run OEEPC and await customer call - OPM - PPS Sales,S8. Run OEEPC and await customer call - OPM - PPS Sales,S8,Run OEEPC and await customer call - OPM - PPS Sales,../images/BlanketOrder/S8.png,,S9,,Customer call for First release - Single step - PPS Sales,,,Run OEEPC and await customer call - OPM - PPS Sales,Run OEEPC and await customer call - OPM - PPS Sales,the order is kept ready by running the OOEEPC or OE Entry Processing Cancel/Convert Orders menu is used,Slide S8. Run OEEPC and await customer call - OPM - PPS Sales — Run OEEPC and await customer call - OPM - PPS Sales.,Run OEEPC and await customer call - OPM - PPS Sales,the order is kept ready by running the OOEEPC or OE Entry Processing Cancel/Convert Orders menu is used,05_Run OEEPC,https://scottelectricusa.uap.infor.com/#/content/1030ffc1-1656-40db-a9d1-de90fa5f2bd0?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S8.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,18,S9. Customer call for First release - Single step - PPS Sales,S9. Customer call for First release - Single step - PPS Sales,S9,Customer call for First release - Single step - PPS Sales,../images/BlanketOrder/S9.png,,S10,,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,,,Customer call for First release - Single step - PPS Sales,Customer call for First release - Single step - PPS Sales,Once the custoemr is ready and based on the terms being satisfied a release is requested,Slide S9. Customer call for First release - Single step - PPS Sales — Customer call for First release - Single step - PPS Sales.,Customer call for First release - Single step - PPS Sales,Once the custoemr is ready and based on the terms being satisfied a release is requested,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S9.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,19,S10. Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,S10. Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,S10,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,../images/BlanketOrder/S10.png,,S11,,Do Shipping feedback for the picked items – OPM - PPS Sales,,,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,"A pick ticket is printed Sales > Entry > OEE Reports > OEEPP

Function acronym: OEEPP

Use this report to print pick tickets so that the products can be picked from the warehouse and staged for shipping. Optionally, you can print Integrated Barcode pick labels or cartonization package labels. Run this report after a sales order is created, and you have optionally sent an acknowledgment to the customer.

You can print pick tickets automatically from Sales Order Entry and Sales Entry Shipping Feedback Report through this function. You can also print pick tickets with Sales Entry Back Order Fill Report after an order is filled.

A temporary lock is placed on orders until picking is complete. Because pick tickets can be printed from multiple functions, the lock ensures that the pick tickets are printed only once. If the Sales Entry Back Order Fill Report or Sales Entry Pick Tickets Report does not finish processing, the user that created the order can unlock the order in Sales Order Entry.",Slide S10. Print Pick ticket on “01 “ Suffix – OPM - PPS Sales — Print Pick ticket on “01 “ Suffix – OPM - PPS Sales.,Print Pick ticket on “01 “ Suffix – OPM - PPS Sales,"A pick ticket is printed Sales > Entry > OEE Reports > OEEPP

Function acronym: OEEPP

Use this report to print pick tickets so that the products can be picked from the warehouse and staged for shipping. Optionally, you can print Integrated Barcode pick labels or cartonization package labels. Run this report after a sales order is created, and you have optionally sent an acknowledgment to the customer.

You can print pick tickets automatically from Sales Order Entry and Sales Entry Shipping Feedback Report through this function. You can also print pick tickets with Sales Entry Back Order Fill Report after an order is filled.

A temporary lock is placed on orders until picking is complete. Because pick tickets can be printed from multiple functions, the lock ensures that the pick tickets are printed only once. If the Sales Entry Back Order Fill Report or Sales Entry Pick Tickets Report does not finish processing, the user that created the order can unlock the order in Sales Order Entry.",06_Print Pick Ticket,https://scottelectricusa.uap.infor.com/#/content/b94123d0-bf35-4a24-b508-ad2c4f181c8c?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S10.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,20,S11. Do Shipping feedback for the picked items – OPM - PPS Sales,S11. Do Shipping feedback for the picked items – OPM - PPS Sales,S11,Do Shipping feedback for the picked items – OPM - PPS Sales,../images/BlanketOrder/S11.png,,S12,,Goes through the AR billing Process – OPM - PPS Sales,,,Do Shipping feedback for the picked items – OPM - PPS Sales,Do Shipping feedback for the picked items – OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",Slide S11. Do Shipping feedback for the picked items – OPM - PPS Sales — Do Shipping feedback for the picked items – OPM - PPS Sales.,Do Shipping feedback for the picked items – OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",07_Shipping Feedback,https://scottelectricusa.uap.infor.com/#/content/aca7e7bd-7c49-4f1b-be7d-274cd5333327?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S11.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,21,S12. Goes through the AR billing Process – OPM - PPS Sales,S12. Goes through the AR billing Process – OPM - PPS Sales,S12,Goes through the AR billing Process – OPM - PPS Sales,../images/BlanketOrder/S12.png,,D3,,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",,,Goes through the AR billing Process – OPM - PPS Sales,Goes through the AR billing Process – OPM - PPS Sales,"nvoice processing
Invoicing is one of the last required steps to complete an order. Invoice processing places the order in Stage 4 (Invoiced) or Stage 5 (Paid), if the payment amount equals the invoice amount. An order cannot be changed or deleted after it is invoice processed, although an invoiced order can be copied to a new order.

For range or list processing, orders are invoiced, the order stage changed, and all Customer, General Ledger and Product updates are performed in this order:

RM orders in order number order
All other orders in order number order
This processing order is separate from the print order.

If the Our Records Only Invoice option is selected in Sales Order Entry, the order is invoice processed but output is not generated.",Slide S12. Goes through the AR billing Process – OPM - PPS Sales — Goes through the AR billing Process – OPM - PPS Sales.,Goes through the AR billing Process – OPM - PPS Sales,"nvoice processing
Invoicing is one of the last required steps to complete an order. Invoice processing places the order in Stage 4 (Invoiced) or Stage 5 (Paid), if the payment amount equals the invoice amount. An order cannot be changed or deleted after it is invoice processed, although an invoiced order can be copied to a new order.

For range or list processing, orders are invoiced, the order stage changed, and all Customer, General Ledger and Product updates are performed in this order:

RM orders in order number order
All other orders in order number order
This processing order is separate from the print order.

If the Our Records Only Invoice option is selected in Sales Order Entry, the order is invoice processed but output is not generated.",23_Invoice Processing,https://scottelectricusa.uap.infor.com/#/content/39e7006e-0b4f-478f-a077-766da18cb79d?contextId=fd6bc02c-2152-4cbc-a528-70405e9ba64b&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S12.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,22,"D3. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales","D3. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",D3,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",../images/BlanketOrder/D3.png,"Decision, Were (3) Three Releases created for this Order ?",Y3,N3,Yes  (3)  Three Releases  need to be created for this Order,No Only (2)  Two Releases created for this Order – Single step - PPS Sales,"Decision, Were (3) Three Releases created for this Order ?",Yes  (3) Three Releases created for this Order  - Single step - PPS Sales,"Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",A decision on whether the customer has requested a the generator and Ats be shipped separately or not will be answered here,"Slide D3. Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales — Yes  (3) Three Releases created for this Order  - Single step - PPS Sales.","Decision, Were (3) Three Releases created for this Order ? - Single step - PPS Sales",A decision on whether the customer has requested a the generator and Ats be shipped separately or not will be answered here,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D3.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,23,"Y3. Yes, (3) Three Releases created for this Order – Single step - PPS Sales","Y3. Yes, (3) Three Releases created for this Order – Single step - PPS Sales",Y3,"Yes, (3) Three Releases created for this Order – Single step - PPS Sales",../images/BlanketOrder/Y3.png,,S13,,Customer Calls For Second Release (Generator) – Single step - PPS Sales,,,"Yes, (3) Three Releases created for this Order – Single step - PPS Sales","Yes, (3) Three Releases created for this Order – Single step - PPS Sales",yes separate shipments have been requested hence three releases need to be created for this order,"Slide Y3. Yes, (3) Three Releases created for this Order – Single step - PPS Sales — Yes, (3) Three Releases created for this Order – Single step - PPS Sales.","Yes, (3) Three Releases created for this Order – Single step - PPS Sales",yes separate shipments have been requested hence three releases need to be created for this order,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/Y3.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,24,S13. Customer Calls For Second Release (Generator) – Single step - PPS Sales,S13. Customer Calls For Second Release (Generator) – Single step - PPS Sales,S13,Customer Calls For Second Release (Generator) – Single step - PPS Sales,../images/BlanketOrder/S13.png,,S14,,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,,,Customer Calls For Second Release (Generator) – Single step - PPS Sales,Customer Calls For Second Release (Generator) – Single step - PPS Sales,have process the first release the customer has indicated that they are ready for the second release,Slide S13. Customer Calls For Second Release (Generator) – Single step - PPS Sales — Customer Calls For Second Release (Generator) – Single step - PPS Sales.,Customer Calls For Second Release (Generator) – Single step - PPS Sales,have process the first release the customer has indicated that they are ready for the second release,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S13.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,25,S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales,S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales,S14,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,../images/BlanketOrder/S14.png,,S15,,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,,,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,"A pick ticket is printed Sales > Entry > OEE Reports > OEEPP

Function acronym: OEEPP

Use this report to print pick tickets so that the products can be picked from the warehouse and staged for shipping. Optionally, you can print Integrated Barcode pick labels or cartonization package labels. Run this report after a sales order is created, and you have optionally sent an acknowledgment to the customer.

You can print pick tickets automatically from Sales Order Entry and Sales Entry Shipping Feedback Report through this function. You can also print pick tickets with Sales Entry Back Order Fill Report after an order is filled.

A temporary lock is placed on orders until picking is complete. Because pick tickets can be printed from multiple functions, the lock ensures that the pick tickets are printed only once. If the Sales Entry Back Order Fill Report or Sales Entry Pick Tickets Report does not finish processing, the user that created the order can unlock the order in Sales Order Entry.",Slide S14. Print Pick Ticket on “02” Suffix - OPM - PPS Sales — Print Pick Ticket on “02” Suffix - OPM - PPS Sales.,Print Pick Ticket on “02” Suffix - OPM - PPS Sales,"A pick ticket is printed Sales > Entry > OEE Reports > OEEPP

Function acronym: OEEPP

Use this report to print pick tickets so that the products can be picked from the warehouse and staged for shipping. Optionally, you can print Integrated Barcode pick labels or cartonization package labels. Run this report after a sales order is created, and you have optionally sent an acknowledgment to the customer.

You can print pick tickets automatically from Sales Order Entry and Sales Entry Shipping Feedback Report through this function. You can also print pick tickets with Sales Entry Back Order Fill Report after an order is filled.

A temporary lock is placed on orders until picking is complete. Because pick tickets can be printed from multiple functions, the lock ensures that the pick tickets are printed only once. If the Sales Entry Back Order Fill Report or Sales Entry Pick Tickets Report does not finish processing, the user that created the order can unlock the order in Sales Order Entry.",06_Print Pick Ticket,https://scottelectricusa.uap.infor.com/#/content/b94123d0-bf35-4a24-b508-ad2c4f181c8c?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S14.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,26,S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,S15,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,../images/BlanketOrder/S15.png,,S16,,Customer “calls for Startup” - Single Step - PPS Sales,,,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",Slide S15. Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales — Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales.,Perform Shipping Feedback on “02” Suffix - OPM - PPS Sales,"he same shipping updates that the Sales Shipping Feedback Entry and Transfer Shipping Feedback Entry functions perform are initiated in the WL Entry Batch Shipping Report. This update includes closing the shipping journal and updating General Ledger and Inventory Control. If processing stops before the journal is successfully closed, you must manually close the journal. The journals are not opened by the WL Entry Batch Shipping Report; other functions that open the journals are launched. The report output provides order information and relevant error messages.",07_Shipping Feedback,https://scottelectricusa.uap.infor.com/#/content/aca7e7bd-7c49-4f1b-be7d-274cd5333327?contextId=1117d5a4-031c-40fd-bc51-f8d6bb1f1345&bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S15.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,27,S16. Customer “calls for Startup” - Single Step - PPS Sales,S16. Customer “calls for Startup” - Single Step - PPS Sales,S16,Customer “calls for Startup” - Single Step - PPS Sales,../images/BlanketOrder/S16.png,,S17,,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,,Customer “calls for Startup” - Single Step - PPS Sales,Customer “calls for Startup” - Single Step - PPS Sales,The generator is installed and ready to be started hence the a request is made by the customer,Slide S16. Customer “calls for Startup” - Single Step - PPS Sales — Customer “calls for Startup” - Single Step - PPS Sales.,Customer “calls for Startup” - Single Step - PPS Sales,The generator is installed and ready to be started hence the a request is made by the customer,,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S16.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,28,S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales,S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales,S17,Go “Startup SOP” to complete this Order - SOP - PPS Sales,../images/BlanketOrder/S17.png,,S998a,,You have come to the end of the path selected in the – Rental Process,,,Go “Startup SOP” to complete this Order - SOP - PPS Sales,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,Slide S17. Go “Startup SOP” to complete this Order - SOP - PPS Sales — Go “Startup SOP” to complete this Order - SOP - PPS Sales.,Go “Startup SOP” to complete this Order - SOP - PPS Sales,,01_Service Order Process,https://scottelectricusa.uap.infor.com/#/folder/3a4b3dad-96fe-4694-a768-791383f32e32?bypassGroupFiltering=false,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S17.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,29,S998a. You have come to the end of the path selected in the – Rental Process,S998a. You have come to the end of the path selected in the – Rental Process,S998a,You have come to the end of the path selected in the – Rental Process,../images/BlanketOrder/S998a.png,,D1a,,Decision is the Generator a “Modified Build” ? - PPS Sales,,,You have come to the end of the path selected in the – Rental Process,You have come to the end of the path selected in the – Rental Process,"At this point there are two options one to go to another decision point (suggested) or go the end of the SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment",Slide S998a. You have come to the end of the path selected in the – Rental Process — You have come to the end of the path selected in the – Rental Process.,You have come to the end of the path selected in the – Rental Process,"At this point there are two options one to go to another decision point (suggested) or go the end of the SOP 

Ever heard the phrase “Practice makes perfect ? – if you had not then now you have !

The Management and your project team would like you to practice this and other processes so that the Go live is smooth or if your new to the company or are new to the role you can get proficient in the training environment",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/S998a.png
C:\Users\scottuser\Documents\SonetLumier\WIP\PPS\PPS_BlanketOrder\PPS_BlanketOrder_01012026_1442.pptx,30,D1a. Decision is the Generator a “Modified Build” ? - PPS Sales,D1a. Decision is the Generator a “Modified Build” ? - PPS Sales,D1a,Decision is the Generator a “Modified Build” ? - PPS Sales,../images/BlanketOrder/D1a.png,You have come to this decision on to pursue the No path or go to the end of SOP S999,N1,S999,"No, Generator is not a “Modified Build”",If you have finished all paths go to the SOP end,You have come to this decision on to pursue the No path or go to the end of SOP S999,NO  the Generator is not a “Modified Build” - PPS Sales,Decision is the Generator a “Modified Build” ? - PPS Sales,"A key decision needs to be taken if the order requires a ""modified Generator Build"" or a standard unit",Slide D1a. Decision is the Generator a “Modified Build” ? - PPS Sales — NO  the Generator is not a “Modified Build” - PPS Sales.,Decision is the Generator a “Modified Build” ? - PPS Sales,"A key decision needs to be taken if the order requires a ""modified Generator Build"" or a standard unit",,,No,PALCO,Sales,BlanketOrder,,../faq,PPS_BlanketOrder_faq.html,Blanket_Order_FAQ,,,,../images/BlanketOrder/D1a.png
